1684;140;1045;1740846406209;world
1691;146;1045;1740847314102;world
1682;144;1045;1740846510312;world
2032;55;1042;1740754703804;world
1683;67;1189;1740731643871;world
1692;140;1055;1740848382293;world
1688;140;1055;1740846388459;world
1684;140;1055;1740846393861;world
1691;146;1055;1740847319449;world
1692;140;1045;1740848374641;world
1688;140;1045;1740846403505;world
1682;144;1055;1740846443064;world
1682;145;1054;1740846654312;world
1682;145;1055;1740846652862;world
1688;141;1045;1741014976706;world
1682;145;1052;1740846661808;world
1691;147;1045;1740847332256;world
1690;145;1045;1740846517411;world
1682;145;1053;1740846662712;world
1682;145;1050;1740846660652;world
1682;145;1051;1740846661252;world
1682;145;1048;1740846659508;world
1682;145;1049;1740846660252;world
1686;145;1045;1740846519555;world
1682;145;1046;1740846658658;world
1682;145;1047;1740846659064;world
1682;145;1045;1740846527763;world
1694;145;1054;1740847300601;world
1694;145;1055;1740847276606;world
1694;145;1052;1740847307802;world
1694;145;1053;1740847301449;world
1694;145;1050;1740847306057;world
1691;147;1055;1740935064014;world
1690;145;1055;1740846550215;world
1694;145;1051;1740847306798;world
1684;141;1054;1740733436489;world
1694;145;1048;1740847304097;world
1694;145;1049;1740847305153;world
1694;145;1046;1740847303197;world
1686;145;1055;1740846646959;world
1694;145;1047;1740847303608;world
1694;145;1045;1740847290951;world
1691;144;1045;1740846430065;world
1685;140;1045;1740846405209;world
1659;66;1185;1740731851123;world
1682;142;1045;1740846423313;world
1647;66;1193;1740732065325;world
2032;53;1042;1740754702752;world
1693;140;1055;1740848383341;world
1671;66;1193;1740731611570;world
1689;140;1055;1740846387159;world
1691;144;1055;1740846435640;world
1691;144;1052;1740848960237;world
1685;140;1055;1740846392113;world
1671;66;1185;1740731459000;world
1693;140;1045;1740848375045;world
1682;142;1055;1740846418161;world
1691;144;1048;1740848964639;world
1659;66;1193;1740731850275;world
1689;140;1045;1740846403213;world
1691;145;1045;1740846514363;world
1691;145;1046;1740846542972;world
1659;67;1189;1740731849372;world
1685;141;1045;1740848819837;world
1687;145;1045;1740846518709;world
1683;66;1193;1740731590870;world
1683;145;1045;1740846523963;world
2032;54;1042;1740754703203;world
1682;143;1045;1740846424613;world
1683;66;1185;1740731362372;world
1671;67;1189;1740731627824;world
1691;145;1055;1740846436113;world
1691;145;1053;1740846544459;world
1666;144;1043;1740506408982;world
1691;145;1054;1740846541059;world
1691;145;1051;1740846545111;world
1687;145;1055;1740846646606;world
1691;145;1052;1740846544859;world
1666;144;1040;1740506409538;world
1691;145;1049;1740846546035;world
1691;145;1050;1740846545459;world
1691;145;1047;1740846543259;world
1683;145;1055;1740846653105;world
1682;143;1055;1740846418609;world
1691;145;1048;1740846543607;world
1686;140;1045;1740846404361;world
1682;140;1049;1740847072402;world
1682;140;1050;1740847072750;world
1682;140;1047;1740847071956;world
1682;140;1048;1740847072258;world
1689;67;1189;1740731648175;world
1682;140;1045;1740846408909;world
1682;140;1046;1740847063454;world
1682;140;1039;1740847365600;world
1694;140;1053;1740848764642;world
1694;140;1054;1740848764238;world
1694;140;1051;1740848769187;world
1690;140;1055;1740846385306;world
1694;140;1052;1740848765090;world
1694;140;1049;1740848767986;world
1694;140;1050;1740848768589;world
2036;50;1045;1740754675054;world
1691;142;1055;1740846434665;world
1686;140;1055;1740846390609;world
1694;140;1047;1740848766888;world
1691;142;1052;1740848961686;world
1694;140;1048;1740848767342;world
1694;140;1045;1740848481395;world
1694;140;1046;1740848766542;world
1682;140;1055;1740846415409;world
1691;142;1048;1740848963039;world
1690;140;1045;1740846402863;world
1682;140;1053;1740847085010;world
1682;140;1054;1740847078358;world
1682;140;1051;1740847073802;world
1691;142;1045;1740846429061;world
1682;140;1052;1740847074554;world
1692;145;1045;1740847290049;world
1688;145;1045;1740846518256;world
1682;141;1045;1740846410361;world
1684;145;1045;1740846521008;world
1694;140;1055;1740848437343;world
1647;66;1185;1740732062276;world
1694;141;1055;1740848466794;world
1691;143;1055;1740846435157;world
1692;145;1055;1740847273854;world
1691;143;1052;1740848960742;world
1688;145;1055;1740846646262;world
1694;141;1045;1740848762342;world
1682;141;1055;1740846417710;world
1691;143;1048;1740848963989;world
1691;143;1045;1740846429588;world
1684;145;1055;1740846653704;world
1682;146;1055;1740847317847;world
1687;140;1045;1740846403809;world
1665;66;1185;1740731484169;world
1683;140;1045;1740846407109;world
1653;66;1193;1740731983675;world
1682;146;1045;1740847316154;world
2033;51;1042;1740754701202;world
1653;66;1185;1740731982724;world
1691;140;1054;1740846380514;world
1691;140;1052;1740846375964;world
1694;146;1055;1740847309702;world
1677;66;1185;1740731378924;world
1691;140;1053;1740846377612;world
1691;140;1050;1740846373413;world
1687;140;1055;1740846389561;world
1691;140;1051;1740846374760;world
1691;140;1048;1740846370864;world
1682;138;1055;1740932916727;world
1691;140;1049;1740846372160;world
1665;66;1193;1740731617769;world
1691;140;1046;1740846368260;world
1691;140;1047;1740846369512;world
1683;140;1055;1740846416061;world
1691;140;1045;1741014904305;world
1694;146;1045;1740847312902;world
1689;66;1193;1740731586120;world
1689;145;1045;1740846518111;world
1682;147;1055;1740847325689;world
1685;145;1045;1740846520065;world
1689;66;1185;1740731115971;world
1653;67;1189;1740731982175;world
1677;66;1193;1740731599424;world
2033;52;1042;1740754701704;world
1682;147;1045;1740847334204;world
1677;67;1189;1740731632170;world
1691;141;1055;1740846434161;world
1693;145;1055;1740847275451;world
1691;141;1052;1740848830987;world
1689;145;1055;1740846645959;world
1691;141;1048;1740848827642;world
1682;139;1055;1740932917175;world
1691;141;1045;1740846428561;world
1685;145;1055;1740846647558;world
1693;145;1045;1740847290402;world
1665;67;1189;1740731623171;world
