23;78;-67;1740493912058;world
52;66;-235;1740891272045;world
22;78;-67;1740493912455;world
25;78;-67;1740493911306;world
24;78;-67;1740493911660;world
19;78;-67;1740493959058;world
18;78;-67;1740493959454;world
21;78;-67;1740493912811;world
20;78;-67;1740493958659;world
11;72;-64;1740494735061;world
27;74;-67;1740493906166;world
51;66;-228;1740891278489;world
27;78;-67;1740493949958;world
26;78;-67;1740493956059;world
27;76;-67;1740493948859;world
8;82;-64;1740494103661;world
16;80;-67;1740494113807;world
17;78;-67;1740493959810;world
16;78;-67;1740493960783;world
8;70;-67;1740494722916;world
23;79;-67;1740494106758;world
11;73;-64;1740494744863;world
19;79;-67;1740494106387;world
27;75;-67;1740493946731;world
27;79;-67;1740494108509;world
27;77;-67;1740493949397;world
52;66;-224;1740891286960;world
16;79;-67;1740493961359;world
8;71;-67;1740494723099;world
18;79;-67;1740494113408;world
17;79;-67;1740493962109;world
